sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0000,pair_created,,Code generation feedback signals,Neural code generation can be improved by using compiler feedback to identify erroneous code and guide correction.,wang2022compilable,"CodeRL improves code generation by empirically defining fixed reward values for different unit-test execution outcomes, used as a reinforcement learning training signal.",le2022coderl
s0006,pair_created,,Correctness vs relevancy in dialogue evaluation,"Correctness and relevancy of a dialogue system's response should be evaluated jointly, having users rate 'how relevant/correct is the answer retrieved' as a single combined judgment.",duggenpudi-etal-2019-samvaadhana,Accuracy and relevancy are separate constructs when evaluating dialogue responses: a response can be accurate even if it is not relevant to the question asked.,Bansal2021neural
s0007,skipped,not_genuine_contrast,,,,,
s0013,skipped,not_genuine_contrast,,,,,
s0014,skipped,not_genuine_contrast,,,,,
s0020,skipped,not_genuine_contrast,,,,,
s0021,pair_created,,Scaling laws and data repetition,"Scaling laws for neural language models were derived under training on unique data for only one epoch, describing a smooth relationship between model/data size and loss.",kaplan2020scaling,"When a small fraction of training data is repeated across epochs, model performance diverges from Kaplan's scaling law, with repeated data becoming harmful to performance for models larger than about 100M parameters.",hernandez2022scaling
s0024,skipped,not_genuine_contrast,,,,,
s0026,skipped,not_genuine_contrast,,,,,
s0027,skipped,not_genuine_contrast,,,,,
s0030,skipped,not_genuine_contrast,,,,,
s0037,skipped,not_genuine_contrast,,,,,
s0038,skipped,same_finding_different_wording,,,,,
s0039,skipped,not_genuine_contrast,,,,,
s0040,skipped,same_finding_different_wording,,,,,
s0041,skipped,same_finding_different_wording,,,,,
s0042,skipped,not_genuine_contrast,,,,,
s0050,skipped,not_genuine_contrast,,,,,
s0051,skipped,not_genuine_contrast,,,,,
s0052,pair_created,,Granularity of knowledge editing in LLMs,Privacy-sensitive knowledge stored in pretrained language models can be located and removed by identifying individual 'privacy neurons' via a cumulative probability-based detection strategy (DEPN).,wu2023depn,"Rather than locating and editing an individual weight, factual knowledge in GPT-like models can be updated by modifying an entire feed-forward network (FFN) layer (ROME).",meng2022locating
s0055,skipped,same_finding_different_wording,,,,,
s0062,skipped,not_genuine_contrast,,,,,
s0066,skipped,not_genuine_contrast,,,,,
s0072,skipped,not_genuine_contrast,,,,,
s0073,skipped,not_genuine_contrast,,,,,
s0082,pair_created,,Direction of instruction-tuning data generation,Instruction-following training data can be generated by producing model responses to human-provided instructions (Self-Instruct).,wang2022self,"Instead of generating responses to given instructions, instruction-tuning data can be created by generating instructions for existing human-written text found online -- the reverse strategy (instruction backtranslation).",li2023self
s0083,skipped,not_genuine_contrast,,,,,
s0085,skipped,not_genuine_contrast,,,,,
s0086,skipped,not_genuine_contrast,,,,,
s0092,skipped,not_genuine_contrast,,,,,
