sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0003,skipped,"not_genuine_contrast: Yamada & Knight (2002), Galley et al. (2004), Marcu et al. (2006), and Shen et al. (2010) are jointly cited as four examples of the same string-to-tree syntax-based MT paradigm, all sharing the property of restricting translations to well-formed target trees. They are not opposed to each other; the 'on the other hand' marker contrasts this class of methods against a different (likely string-to-string) paradigm discussed earlier in the survey that is not among the resolved cited_refs.",,,,,
s0004,skipped,"not_genuine_contrast: joshi2012multi (Joshi, Cohen, Dredze & Rose 2012, 'Multi-domain learning: when do domains matter?') and joshi2013s (Joshi, Dredze, Cohen & Rose 2013, 'What's in a domain? Multi-domain learning for multi-attribute data') are by the same research group and form a single line of work on multi-domain learning; they are cited together as joint examples of structured modeling approaches, not as opposing findings.",,,,,
s0009,skipped,"not_genuine_contrast: McIntyre & Lapata (2009, story generation), Gatt et al. (2009, NLG for neonatal-care decision support), and Kondadadi et al. (2013, statistical NLG framework) are jointly listed as three examples of text-to-text generation techniques a data-to-text system could draw on. They illustrate the same suggestion together, not a disagreement between two of them.",,,,,
s0014,pair_created,,classifier performance comparison,Gradient boosting classifiers achieve better results than random forest classifiers on the classification task under discussion.,barbaresi1,Logistic regression classifiers achieve better results than gradient boosting classifiers on the classification task under discussion.,martinc1
s0019,skipped,"not_genuine_contrast: khodak2017automated (Khodak et al. 2017, WordNet construction from word embeddings) and ustalov2017watset (Ustalov et al. 2017, Watset synset induction from a synonym graph) are jointly cited in a footnote as two examples of the same emerging branch -- automatic construction of WordNet-like resources from scratch. They are not pitted against each other; the actual 'on the other hand' contrast in the main sentence is between expert-built and collaboratively-built resources, neither of which is among these two cited_refs.",,,,,
s0024,skipped,"not_genuine_contrast: Greenberg (1966, 'Synchronic and diachronic universals in phonology'), Greenberg (1978, 'Diachrony, synchrony and language universals'), and Bybee (1988, 'The diachronic dimension in explanation') are jointly cited in support of the same claim that functional principles drive grammaticalization; they reinforce each other rather than disagreeing.",,,,,
s0032,skipped,"not_genuine_contrast: Kulkarni et al. (2013, Babytalk) and Yang et al. (2016, Stacked attention networks) are grouped together as two examples of the same 'template-based models' category focused on extracting words/grammatical units from query images; they are not opposed to each other, and the sentence's real contrast is with a different (non-template) category discussed elsewhere that is not among these cited_refs.",,,,,
s0039,skipped,"not_genuine_contrast: the sentence describes a single-method tradeoff of floating rules (introduced in Wang, Berant & Liang 2015, 'Building a semantic parser overnight') -- an advantage of handling ill-formed crowd-sourced utterances, and a cost of producing more candidate derivations, with the cost illustrated via Berant & Liang (2014, 'Semantic parsing via paraphrasing') and Pasupat & Liang (2015, 'Compositional semantic parsing on semi-structured tables'). This is one method's tradeoff sourced to three citations, not two works making opposing claims about the same question.",,,,,
s0043,skipped,"not_genuine_contrast: Shen et al. (IJCAI'18, discrete network embedding) and Hong et al. (ICDM'18, binarized attributed network embedding) are jointly listed as matrix-factorization examples, and Perozzi et al. (2014, DeepWalk) is listed as the random-walk example -- all three are grouped together simply as non-deep-learning network embedding methods, not opposed to each other.",,,,,
s0049,skipped,"not_genuine_contrast: SQuAD 1.1 (Rajpurkar et al. 2016), SWAG (Zellers et al. 2018), and GLUE (Wang et al. 2018) are jointly cited as examples of large benchmarks (100,000+ examples) on which state-of-the-art performance is highest; they support the same observation rather than disagreeing, and the sentence's actual contrast ('we do see some anomalies') points to material outside these resolved cited_refs.",,,,,
