sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0355,skipped,"not_genuine_contrast: Wang et al. (2020, ""Attack of the tails""), Bagdasaryan et al. (2020, ""How to backdoor federated learning""), and Bhagoji et al. (2019, ""Analyzing federated learning through an adversarial lens"") are cited together purely as a list of poisoning/backdoor-attack papers illustrating one claim (FL robustness can be degraded by poisoning attacks); none is set against another, and the real ""on the other hand"" contrast is with an earlier clause (about privacy) not present among these refs.",,,,,
s0356,skipped,"not_genuine_contrast: the sentence explicitly states local DP (Duchi, Jordan & Wainwright, 2013) and distributed DP (Benhamouda, Joye & Libert, 2016; Dwork et al., 2006) ""both assume that the aggregator is not trusted"" -- an explicit statement of shared assumption/agreement between the works, the opposite of a disagreement.",,,,,
s0362,skipped,"not_genuine_contrast: Tsipras et al. (2018) argue robustness may be at odds with accuracy; Ilyas et al. (2019) offer a mechanistic explanation (predictive but non-robust features) for why that tradeoff exists. The second paper explains/supports the first's finding rather than contradicting it -- a well-known complementary pair in the adversarial-robustness literature, not a genuine disagreement.",,,,,
s0365,skipped,"not_genuine_contrast: Allen & Core (1997, DAMSL) and Bunt et al. (2010/2012, DiAML / ISO 24617-2) are grouped together as two dialogue-act-labeling schemes sharing the same characteristic described in the sentence (emphasis on interactive acts like stalling/assessing/suggesting/informing); they are not opposed to each other, and the actual ""on the other hand"" contrast is with an earlier discussion of task-based act schemes not included among these refs.",,,,,
s0369,skipped,"not_genuine_contrast: the sentence states ARDM (Hoogeboom et al., 2021) is general enough to include order-agnostic autoregressive models and discrete diffusion models -- specifically Sohl-Dickstein et al. (2015), Hoogeboom et al. (2021, Argmax Flows), and Austin et al. (2021, D3PM) -- ""as special cases."" These three are framed as subsumed/generalized by ARDM, not as competitors disagreeing with it.",,,,,
s0372,skipped,"not_genuine_contrast: Fedus, Zoph & Shazeer (2021, Switch Transformer) and Rajbhandari et al. (2022, DeepSpeed-MoE) are cited jointly as examples supporting one claim -- that sparse expert models activate whole parameter blocks and thus translate theoretical FLOP savings into real speedups; neither paper is set against the other.",,,,,
s0373,skipped,"not_genuine_contrast: Schuster et al. (2019, Sample Reweighting for fact-verification debiasing) and Utama et al. (2020, Confidence Regularization for NLU debiasing) are two different bias-mitigation mechanisms described side by side as alternative techniques, not as findings that conflict with each other; the sentence simply explains what each method mechanically does.",,,,,
s0374,skipped,not_genuine_contrast: Zou et al. (2023) and Li et al. (2023) are both NLP-diffusion survey papers cited jointly as the source for a single shared claim (diffusion models trade semantic coherence for parallel-generation speed); they are not opposed to one another.,,,,,
s0375,skipped,"not_genuine_contrast: Chen et al. (2023, EDGE) and Wu et al. (2022, DIFFormer) are grouped together as two graph-diffusion methods using different conditioning signals (node degree vs. energy constraints) to ""broaden generation possibilities"" -- a joint illustration, not a disagreement; the real ""on the other hand"" contrast is with an earlier group of methods not included among these refs.",,,,,
s0387,skipped,"not_genuine_contrast: Gamback & Sikdar (2017, CNN-based hate-speech classifier) and Pitsilis et al. (2018, RNN-based hate-speech classifier) are cited jointly to support one claim (neural classifiers incorporate context and are more robust); they do not disagree with each other.",,,,,
s0389,skipped,"not_genuine_contrast: Ertekin et al. (2007), Tomanek & Hahn (2009), Attenberg & Ertekin (2013), Mottaghi et al. (2020), and Mussmann et al. (2020) are five works cited together as examples supporting one claim (active learning addresses data imbalance); none is opposed to another.",,,,,
