sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0994,skipped,"not_genuine_contrast: hendrycks2023aligning (Hendrycks et al., 'Aligning AI with Shared Human Values'), rafailov2024dpo (Rafailov et al., DPO), and ji2024ai (Ji et al., 'AI Alignment: A Comprehensive Survey') are cited jointly as three examples of the same 'SL-based approaches' category that trains directly on human-preference datasets. 'Conversely' contrasts this whole category against an earlier RL-based-approaches clause that is not among the resolved cited_refs, not a disagreement among these three works, which all illustrate the same supervised-preference-training paradigm.",,,,,
s1001,skipped,"not_genuine_contrast: LastFM (Kumar et al./JODIE), Enron (Shetty & Adibi dataset report), and Flights (Schafer et al./OpenSky) are jointly listed as three examples sharing the same property -- lacking node feature details, possibly due to privacy concerns. They are not in disagreement with each other; the sentence groups them as co-members of one category of datasets.",,,,,
s1002,skipped,"not_genuine_contrast: Nemirovski (1994, 'Efficient methods in convex programming') and Nesterov (1998, 'Introductory lectures on convex programming') are cited jointly merely as the textbook/lecture-note sources for the accelerated proximal method (APM) that RMTL uses -- they are optimization-theory references, not competing empirical works, and are not in any disagreement with each other. The 'on the other hand' contrasts RMTL against a different, earlier-described method not among these cited_refs.",,,,,
s1005,skipped,"not_genuine_contrast: caron2018deep (DeepCluster), caron2020unsupervised (SwAV), goyal2021self (SEER), and li2020prototypical (PCL) are jointly cited as four examples of 'other methods' that employ clustering algorithms contrasting representations by class prototypes -- a joint list of methods sharing the same approach, not a pairwise disagreement between any two of them.",,,,,
s1007,skipped,"same_finding_different_wording: the sentence explicitly states that 'both' ref 132 (Mao et al., 'Generation-augmented retrieval for open-domain QA') and ref 38 (Madaan et al., 'Memory-assisted prompt editing to improve GPT-3 after deployment') proposed the same idea -- using language models to generate new queries to improve sparse-vector retrieval accuracy. This is joint agreement/same-finding, not a disagreement, despite the 'on the other hand' marker.",,,,,
s1012,skipped,"not_genuine_contrast: LADA (Kim, Song, Jang, Moon, NeurIPS 2021) and BGADL (Tran, Do et al., ICML 2019) are jointly described as both proposing new data-augmentation methods that create more samples based on original labeled samples used as pseudo-labels -- the same category of technique, not opposing claims.",,,,,
s1024,skipped,"not_genuine_contrast: the InstructGPT paper (Ouyang et al., cited as the basis for ChatGPT) and the Gemini technical report (Gemini Team) are jointly listed as two examples of closed-source/commercial LLMs, both described with the same characterization (state-of-the-art performance, commercially maintained, access-restricted) -- a joint example list, not a disagreement between the two works.",,,,,
s1030,skipped,"not_genuine_contrast: li2023 (Li et al., 'How Does ChatGPT Affect Fake News Detection Systems?') and Stiff2022 (Stiff & Johansson, 'Detecting computer-generated disinformation') are cited together in joint support of the single claim that LLM-generated content is hard to detect/label as machine-generated -- both works' findings point the same direction (detection is difficult/imperfect), not opposing conclusions.",,,,,
s1032,skipped,"not_genuine_contrast: RAGServey (Gao et al., 'Retrieval-Augmented Generation for LLMs: A Survey') and Zhang2023c (Zhang et al., 'A Survey for Efficient Open Domain Question Answering') are cited jointly as general supporting references for the statement that RAG system complexity is compounded by external databases and diverse downstream tasks -- both are broad surveys cited in agreement/support, not works that disagree with each other.",,,,,
s1035,skipped,"not_genuine_contrast: fu2022label (Fu et al., 'Label inference attacks against vertical federated learning') and li2021label (Li et al., 'Label leakage and protection in two-party split learning') are cited jointly as two supporting studies for the single claim that label privacy can be inferred from gradients returned by the server -- both works reach the same conclusion (label leakage is a real risk), not opposing findings.",,,,,
s1042,skipped,"not_genuine_contrast: NeRF (Mildenhall et al.) and 3D Gaussian Splatting (Kerbl et al.) are cited jointly as two examples of '3D Reconstruction technology... getting a lot of attention including in robotics research' -- a joint example list of related techniques, not a disagreement between them.",,,,,
s1043,skipped,"insufficient_context: the sentence is truncated at 500 characters mid-clause ('...trainable embeddings that are optimiz[ed]...'), cutting off before it states what the 'soft prompts' approach (implicitly jin2024timellm / Time-LLM, per topic match) actually claims or how it differs qualitatively from PromptCast (xue2023promptcast). No explicit \cite tag for jin2024timellm is visible in the retained text confirming that attribution, and without the completed clause there isn't enough to state jin2024timellm's specific claim as a self-contained hypothesis.",,,,,
s1046,skipped,"not_genuine_contrast: parameter-efficient fine-tuning (Ding et al.), split edge learning (Lin et al.), and QLoRA quantized training (Dettmers et al.) are jointly listed as three different techniques that can all be applied to reduce computational resource demand in fine-tuning/inference -- a joint enumeration of complementary techniques, not a disagreement between any two of them.",,,,,
s1047,skipped,"not_genuine_contrast: Ferrara (2023), Wang et al. (2022), Levy et al. (2023), and Yeh et al. (2023) are cited jointly as four supporting references for the single claim that LLMs inherit demographic biases from internet training data -- all four works document the same phenomenon (bias in LLMs), not a disagreement among them. (The sentence is also LaTeX-commented out with a leading '%', but the underlying prose is real and the joint-support pattern is the primary reason to skip.)",,,,,
s1051,skipped,"not_genuine_contrast: Debon & Garcia-Diaz (2012), Hutchison/Simic et al. (2014), and Song et al. (2022) are jointly cited as three papers that 'utilized the single decision tree as a prediction algorithm' -- a joint list of works sharing the same modeling choice, not a pairwise disagreement.",,,,,
s1052,skipped,"not_genuine_contrast: NUS (Kreyssig et al.), HUS (Gur et al.), and VHDA (Yoo et al.) are three different neural user-simulation techniques (RNN-based sequence generation vs. variational-inference latent-space modeling) presented as a landscape of methodological options within the same taxonomy, not as works that dispute each other's findings or claims. This is descriptive enumeration of technique diversity, not a genuine two-sided disagreement.",,,,,
s1054,skipped,"not_genuine_contrast: the four cited works are the sequential GPT/GPT-2/GPT-3/GPT-4 papers, jointly cited as one family of Transformer-decoder models with the shared property of strong natural-language generation -- a joint lineage description, not a disagreement between any two of them.",,,,,
s1060,skipped,"not_genuine_contrast: the cited works (surveys on vertical FL, medical FL, smart-city FL, multimodal FL, and FL security in healthcare) are jointly listed as examples of surveys that 'focus on specific applications, offering detailed reviews' -- a joint example list of complementary application-focused surveys, not works in disagreement.",,,,,
s1062,skipped,"not_genuine_contrast: ProTIP (Anantha et al.), API-Bank (Li et al.), and ToolAlpaca (Tang et al.) are jointly cited as three 'other studies' that share the same design choice of treating each API as an independent tool -- a joint list of works following the same approach, not a disagreement.",,,,,
s1063,skipped,"not_genuine_contrast: Sentence-BERT, ANCE, TAS-B, coCondenser, and the Izacard et al. contrastive dense-retrieval paper are jointly cited as five examples under the 'Semantic-based Methods' heading, all sharing the same approach (neural dense retrieval using embedding similarity) -- a joint category listing, not a pairwise disagreement.",,,,,
s1065,skipped,"not_genuine_contrast: APIBench, ToolBench1, API-BLEND, and Seal-Tools are jointly cited as four benchmarks/datasets that all 'concentrate on the abilities of LLMs to accurately choose the right tool and configure the correct parameters' -- a joint list of similarly-purposed benchmarks, not works in disagreement.",,,,,
s1067,skipped,"not_genuine_contrast: CLINC150 (Larson et al.) and HWU64 (Liu et al.) are two of the component datasets that PLE (Li et al., 'Continual few-shot intent detection') consolidates into a single benchmark of nine intent-detection datasets -- they are ingredients of the same compiled resource, not opposing works, and there is no disagreement among the three cited_refs here. (Sentence also has an unclosed \highlight{ markup artifact from truncation, but the underlying prose meaning is still discernible.)",,,,,
s1068,skipped,"not_genuine_contrast: identical underlying content to s1067 -- CLINC150 (Larson et al.) and HWU64 (Liu et al.) are component datasets consolidated within the PLE benchmark (Li et al., 'Continual few-shot intent detection'), not disagreeing works; the three cited_refs are not in any pairwise contradiction.",,,,,
s1070,skipped,"not_genuine_contrast: Wang et al. (2023, explainable multi-agent VQA), Jiang et al. (2024, Multi-Agent VQA), and Zhao & Xu (2023, zero-shot scene graph generation) are jointly cited as three supporting examples for the single claim that visual agents can provide verification/support within multi-agent VQA systems -- joint support, not a disagreement between any two.",,,,,
