sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s1388,skipped,"not_genuine_contrast: AutoCite (Wang2023AutoCite) and BACO (Ge2021BACOAB) are cited together as joint examples of multimodal citation-generation models that both 'extend this work' by combining citation network structures with textual context; they share the same multimodal approach rather than opposing each other, and the 'on the other hand' contrast is really against an earlier (unresolved) baseline approach, not between these two works.",,,,,
s1395,skipped,"not_genuine_contrast: Imperial et al. (imperial2021pedophiles, on writing styles of child cybersex traffickers) and Iqbal et al. (iqbal2013unified, a unified data mining solution for authorship analysis) are grouped together as both having 'chose a clustering approach (unsupervised learning)' -- i.e. joint examples of the same methodological choice, not opposing findings. The actual contrast ('on the other hand') is against supervised-learning approaches discussed earlier in the survey, which are not among these cited_refs.",,,,,
s1396,skipped,"not_genuine_contrast: xie2023defending (a jailbreak-defense method for ChatGPT) and gallegos2024bias (a survey on bias/fairness in LLMs) are jointly cited as supporting evidence for the generic forward-looking claim that 'improving this phase can further contribute to building responsible LLMs.' Both are complementary references for the same claim, not a two-sided disagreement between their findings.",,,,,
s1399,skipped,"not_genuine_contrast: Russell & Norvig's 'Artificial Intelligence: A Modern Approach' and Sutton & Barto's 'Reinforcement Learning: An Introduction' are both foundational textbooks cited jointly simply as sources supporting the claim that search algorithms are conventionally used for structured tasks; they are not in disagreement with one another, just cited together as examples/references.",,,,,
s1403,skipped,"not_genuine_contrast: all six cited works (Smith et al. 2022, Hecht et al. 2021, Shen et al. 2023, Wang et al. 2024 'Farsight', Do et al. 2023, Amershi et al. 2019) are jointly listed as part of a 'rising chorus of scholars' calling for reflection on negative impacts and responsible-AI practices. They are cumulative supporting citations for one claim, not two works whose findings actually oppose each other.",,,,,
s1418,skipped,not_genuine_contrast: Lewis et al. 2020 (RAG) and Huang et al. 2023 (survey on LLM hallucination) are cited together simply as joint sources for the claim that RAG is an alternative technique that increases zero-shot accuracy on specialized tasks; they do not present opposing findings about RAG or about each other.,,,,,
s1427,skipped,"not_genuine_contrast: Yoo et al. 2023 (yoo-etal-2023-robust, Bit Error Rate metric for multi-bit watermarking) and Yoo et al. 2024 (yoo-etal-2024-advancing, bit-accuracy metric), with substantially overlapping author teams, are cited as two different complementary evaluation metrics used to assess the same task (multi-bit watermark extraction); this is an enumeration of metrics, not opposing claims or competing hypotheses.",,,,,
s1434,skipped,"not_genuine_contrast: He et al. 2016 (ResNet) and Devlin et al. 2019 (BERT) are jointly listed as examples of 'cloud-appropriate,' resource-heavy architectures that both offer improved accuracy from cloud environments; they agree in illustrating the same category rather than disagreeing with each other.",,,,,
s1435,skipped,not_genuine_contrast: Yang et al. 2023 (PALR) and Zhai et al. 2024 (trillion-parameter sequential transducers for generative recommendations) are jointly cited as examples supporting the single claim that LLM-based recommender systems excel at processing textual descriptions; there is no opposing claim between them.,,,,,
s1436,skipped,"not_genuine_contrast: the sentence describes InstaFlow's (liu2023instaflow) one-step-generator formulation; zhu2025slimflow (SlimFlow) is cited alongside it as a follow-on/related work in the same rectified-flow one-step-distillation research line (per its own title, 'Training Smaller One-Step Diffusion Models with Rectified Flow'), not as a work making an opposing claim. Context gives no indication of disagreement between the two.",,,,,
s1441,skipped,"not_genuine_contrast: Flickr30K (Young et al. 2014) and Fashionpedia are jointly listed as examples of 'smaller, meticulously curated datasets' that both prioritize annotation quality over scale; they agree in exemplifying the same category rather than disagreeing, and the real contrast is against large-scale datasets discussed earlier in the survey, which are not resolved in these cited_refs.",,,,,
s1444,skipped,"insufficient_context: the visible 'on the other hand' contrasts an unresolved prior method (DRAG, not present in cited_refs) with a multilingual guardrail model trained via curriculum learning and GRPO. shao2024deepseekmathpushinglimitsmathematical is cited only as the source of the GRPO technique used as a component, not as a work making a competing claim, and the actual guardrail-model work (yang2025mr, i.e. 'Mr. Guard') is not quoted before the 500-char truncation, so no genuine two-sided disagreement between the two resolved cited_refs can be established.",,,,,
s1445,skipped,"not_genuine_contrast: Gao et al. 2024 (generative news recommendation) and Chen et al. 2024 (LKPNR) are cited together as joint examples supporting the claim that 'limited research has focused on modeling user representations using GLLMs'; they are not opposed to each other, just cited as instances of the (limited) existing work.",,,,,
