sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0463,skipped,"not_genuine_contrast: All three works (Min et al. 2019 on multi-hop QA, Zhang et al. 2022 on the paradox of learning to reason, and Zhou et al. 2021's RICA benchmark) are cited jointly in support of the single claim that PLMs learn spurious correlations across different reasoning tasks; they are not opposed to each other, each simply evidencing the same phenomenon in a different task domain.",,,,,
s0464,skipped,"not_genuine_contrast: this commented-out LaTeX passage lists four works (Petroni et al. 2019, West et al. 2022, Zhu et al. 2023, Heinzerling & Inui 2021) as examples of the same trend toward direct fact-triple extraction from LLM parameters (via direct querying or cloze-style prompting); they jointly illustrate one approach rather than opposing each other.",,,,,
s0467,skipped,"not_genuine_contrast: the sentence is a truncated enumeration of clustering algorithms (GMM, agglomerative clustering, DBSCAN, HDBSCAN, BIRCH, affinity propagation variants) with one example system cited per algorithm (Rother et al. 2020, Arefyev & Zhikov 2020, Karnysheva & Schwarz 2020, Periti et al. 2022); it is a list of methods considered in the literature, not a pairwise disagreement between any two of the cited works.",,,,,
s0471,skipped,"not_genuine_contrast: the sentence explicitly groups Xie et al. 2020 and Pokutta et al. 2020 together as both using stochastic Frank-Wolfe approaches to enforce structure on the parameter set; they share the same methodological approach rather than being on opposite sides of a disagreement (the actual contrast, 'on the other hand', is with an earlier, non-cited approach not present in cited_refs).",,,,,
s0474,pair_created,,linear region density during training,"Zhu et al. (2020) observed that, for ReLU neural networks, the boundaries of linear regions move away from the training data, implying that the linear regions surrounding training points grow larger (become sparser) as training progresses.",zhu2020local,"He et al. (2021), in the 'Neural networks behave as hash encoders' study, conjectured the opposite: that linear regions near training samples become smaller through training (equivalently, activation-pattern boundaries become denser around the training samples), i.e. regions surrounding training points shrink rather than grow as training progresses.",HashEncoders
s0478,skipped,not_genuine_contrast: TS2Vec (Yue et al. 2022) and CoST (Woo et al. 2022) are cited jointly as the source of a pretraining strategy that the survey's own authors say they follow and analyze ('following the strategy of studies in...we compare'); there is no disagreement between the two works themselves.,,,,,
s0480,skipped,"not_genuine_contrast: both cited works (Henzinger, Lukina & Schilling's box-abstraction monitoring paper, and Cheng 2020, the latter appearing only in a LaTeX-commented-out '%and \cite{...}' clause) are cited on the SAME side of the contrast, i.e. as examples using box abstractions; the actually-contrasted term, 'Boolean abstraction', is not a resolved citation in cited_refs, so there is no genuine two-sided disagreement between the resolved works.",,,,,
s0482,skipped,"not_genuine_contrast: Paris & Donovan 2019 is cited for the definition of 'cheap fake', while La et al. 2022 is cited only as an example illustrating one type of cheap fake (caption/speed manipulation); the two are cited for complementary, non-competing purposes elaborating the same concept, not for opposing claims.",,,,,
s0485,skipped,"not_genuine_contrast: both works are cited jointly as examples of the same multitask approach (jointly performing manipulation classification and manipulated-region localization) -- Zhou et al. 2018 and Wu, AbdAlmageed & Natarajan 2019 (Mantra-Net); they share the same methodological stance rather than opposing each other.",,,,,
s0486,skipped,"not_genuine_contrast: ViT (Dosovitskiy et al. 2020), BEiT (Bao et al. 2021) and MAE (He et al. 2022) are cited together as supporting evidence for the single claim that masked-image-modeling pretext tasks let generative SSL match or surpass instance discrimination; they are not opposed to one another.",,,,,
s0488,skipped,"not_genuine_contrast: both citations describe the same system, GraphLab, across two papers by the same lead author (Low 2013 technical report and Low et al. 2014 arXiv paper); there is no disagreement between two distinct works here, just two publications describing one system's design.",,,,,
s0490,skipped,"not_genuine_contrast: all four works (Aliannejadi et al. 2019, Zamani et al. 2020, Kumar & Black 2020, Feng et al. 2023) are cited jointly as examples of the growing body of publicly released ACQ (asking clarifying questions) datasets; they are listed in joint support of the same trend, not opposed to each other.",,,,,
s0492,skipped,"not_genuine_contrast: this is a numbered enumeration of generation-evaluation metrics (BLEU -- Papineni et al. 2002, METEOR -- Banerjee & Lavie 2005, ROUGE -- Lin 2004) in a taxonomy list, not a disagreement between the cited works; each metric paper is simply the citation for that list item.",,,,,
s0496,skipped,"not_genuine_contrast: the sentence states that both Lauscher et al. 2020 and Ahuja et al. 2022 'obtained results containing evidence' for the SAME finding (word order matters more for mBERT than XLM-R); they are cited together as agreeing, not disagreeing.",,,,,
s0503,skipped,"not_genuine_contrast: the sentence describes two adversarial-example-generation systems, ACCENT (Zhou et al. 2022) and RADAR (uncited, no resolved key in cited_refs), as each using a different evaluation metric (BLEU -- Papineni et al. 2002, vs. CodeBLEU -- Ren et al. 2020) to guide perturbation selection; this is a description of differing technique choices, not a disagreement over a shared finding or claim.",,,,,
