sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0373,pair_created,,Search space design for hyperparameter transfer learning,"Effective search spaces for hyperparameter optimization can be learned across related datasets using restricted geometrical shapes, offering another view of hyperparameter transfer learning.",perrone2019learning,Search space design for hyperparameter tuning should instead leverage information about similarities between different datasets to construct an uncertain (non-fixed-shape) search space for the target problem.,li2022transfer
s0376,pair_created,,Independence assumption in disentangled representations,"A disentangled representation is defined by isolating unique, semantic factors of variation in the data (implicitly treating these factors as independent).",Locatello2019ChallengingCA,"Contrary to that assumption, the underlying generative factors can be causally interdependent rather than independent (e.g., a light source's position causally affects a shadow's characteristics), so disentangled representation learning should model these causal relationships via structural causal models.",Yang2021CausalVAEDR
s0377,skipped,"not_genuine_contrast: gao2023chatgpt and willig2023causal are co-cited together, both finding ChatGPT performs poorly at causal reasoning; the actual contrast is with unnamed prior assessments not among the cited_refs",,,,,
s0380,skipped,"not_genuine_contrast: all three refs are co-cited as parallel examples of VAE-based SCM estimation, contrasted with an uncited 'explicit SCM encoding' approach, not with each other",,,,,
s0383,skipped,"not_genuine_contrast: micheli2022Transformers and chen2022transdreamer are co-cited together, jointly reporting that Transformer world models outperform Dreamer; they agree rather than contradict each other",,,,,
s0384,skipped,not_genuine_contrast: shemilt2016use and higgins2019cochrane are co-cited together as joint supporting evidence for the cost/burden of multi-assessor screening,,,,,
s0388,skipped,insufficient_context: the sentence is truncated before stating what actually differs between GraphSAGE and FastGCN; no abstract or context detail is available to state the specific contrast without inventing it,,,,,
s0389,skipped,"not_genuine_contrast: OPT, PaLM 2, and GPT-4 are co-cited as parallel examples of the same 'Large Language Model' category, contrasted with an uncited 'vanilla PLM' category, not with each other",,,,,
s0391,skipped,"not_genuine_contrast: survey6 and pretraining_right are co-cited together as joint support for the 'single-stream observation' side; the sentence's actual contrast is with the survey's own double-stream claim, not between these two refs",,,,,
s0393,skipped,"not_genuine_contrast: landajuela2021discovering and delfosse2024interpretable are co-cited as parallel examples of DNN-anchor-policy approaches, contrasted with an uncited 'direct symbolic search' approach",,,,,
