sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0445,skipped,not_genuine_contrast,,,,,
s0446,skipped,not_genuine_contrast,,,,,
s0450,skipped,not_genuine_contrast,,,,,
s0451,skipped,not_genuine_contrast,,,,,
s0452,skipped,not_genuine_contrast,,,,,
s0453,skipped,not_genuine_contrast,,,,,
s0455,skipped,not_genuine_contrast,,,,,
s0459,skipped,not_genuine_contrast,,,,,
s0460,skipped,not_genuine_contrast,,,,,
s0464,skipped,not_genuine_contrast,,,,,
s0466,skipped,not_genuine_contrast,,,,,
s0467,skipped,insufficient_context,,,,,
s0470,skipped,not_genuine_contrast,,,,,
s0474,skipped,not_genuine_contrast,,,,,
s0477,skipped,not_genuine_contrast,,,,,
s0481,skipped,not_genuine_contrast,,,,,
s0483,pair_created,,Semi-supervised singing transcription methods,"For note-level singing transcription from polyphonic music, unlabelled singing data can be effectively leveraged via a self-training / teacher-student pseudo-labeling framework (a noisy-student-style approach) that transfers pseudo-labels from frame-level to note-level predictions.",DBLP:conf/icassp/KumLKKN22,"For note-level singing transcription from polyphonic music (the VOCANO system), unlabelled singing data should instead be leveraged via virtual adversarial training, a regularization method that enforces prediction consistency under small input perturbations, rather than via self-training pseudo-labeling.",DBLP:conf/ismir/Hsu021
s0484,skipped,not_genuine_contrast,,,,,
s0485,skipped,not_genuine_contrast,,,,,
s0487,skipped,insufficient_context,,,,,
s0494,skipped,insufficient_context,,,,,
s0495,skipped,not_genuine_contrast,,,,,
s0496,skipped,not_genuine_contrast,,,,,
s0497,skipped,not_genuine_contrast,,,,,
s0502,skipped,not_genuine_contrast,,,,,
s0511,skipped,not_genuine_contrast,,,,,
s0517,pair_created,,Retrieval-augmented generation architectures,"Retrieval-augmented generation (RAG) should rely on a separate retriever component that fetches relevant passages or knowledge from an external corpus, which are then supplied to the language model to produce a knowledge-grounded answer.",lewis2020retrieval,"In 'Implicit RAG', no separate retriever component is needed: the LLM itself should be prompted to identify and extract the important chunks or sections directly from the given context before answering the query.",vatsal2024can
s0519,skipped,not_genuine_contrast,,,,,
s0520,pair_created,,Vocabulary alignment methods for LLM ensembling,"Vocabulary projection between different LLMs for ensembling should be achieved by directly learning explicit projection matrices between the different vocabularies, using shared anchor tokens as bridges.",xu2024bridging,"Vocabulary projection between different (heterogeneous) LLMs for ensembling should instead be achieved indirectly, by computing relative representations of tokens with respect to anchor points in each vocabulary space, rather than by learning explicit cross-vocabulary projection matrices.",huang2024enabling
s0523,skipped,not_genuine_contrast,,,,,
s0524,skipped,not_genuine_contrast,,,,,
s0526,skipped,insufficient_context,,,,,
s0527,skipped,insufficient_context,,,,,
s0528,skipped,not_genuine_contrast,,,,,
s0529,skipped,same_finding_different_wording,,,,,
s0531,skipped,not_genuine_contrast,,,,,
s0532,skipped,insufficient_context,,,,,
s0533,skipped,not_genuine_contrast,,,,,
s0534,skipped,not_genuine_contrast,,,,,
s0535,skipped,not_genuine_contrast,,,,,
