sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0005,skipped,not_genuine_contrast,,,,,
s0008,skipped,not_genuine_contrast,,,,,
s0009,skipped,not_genuine_contrast,,,,,
s0010,skipped,not_genuine_contrast,,,,,
s0011,skipped,not_genuine_contrast,,,,,
s0014,skipped,not_genuine_contrast,,,,,
s0015,skipped,not_genuine_contrast,,,,,
s0021,skipped,not_genuine_contrast,,,,,
s0022,skipped,not_genuine_contrast,,,,,
s0025,skipped,not_genuine_contrast,,,,,
s0026,skipped,not_genuine_contrast,,,,,
s0027,skipped,not_genuine_contrast,,,,,
s0031,skipped,not_genuine_contrast,,,,,
s0032,skipped,not_genuine_contrast,,,,,
s0033,skipped,insufficient_context,,,,,
s0034,skipped,not_genuine_contrast,,,,,
s0038,skipped,not_genuine_contrast,,,,,
s0039,skipped,not_genuine_contrast,,,,,
s0041,skipped,not_genuine_contrast,,,,,
s0042,skipped,not_genuine_contrast,,,,,
s0045,skipped,not_genuine_contrast,,,,,
s0047,skipped,insufficient_context,,,,,
s0052,skipped,not_genuine_contrast,,,,,
s0053,skipped,not_genuine_contrast,,,,,
s0054,skipped,not_genuine_contrast,,,,,
s0055,skipped,not_genuine_contrast,,,,,
