sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0155,skipped,not_genuine_contrast,,,,,
s0156,skipped,not_genuine_contrast,,,,,
s0157,skipped,not_genuine_contrast,,,,,
s0159,skipped,not_genuine_contrast,,,,,
s0160,skipped,not_genuine_contrast,,,,,
s0163,skipped,not_genuine_contrast,,,,,
s0164,skipped,not_genuine_contrast,,,,,
s0170,skipped,not_genuine_contrast,,,,,
s0181,skipped,insufficient_context,,,,,
s0182,skipped,same_finding_different_wording,,,,,
s0187,skipped,same_finding_different_wording,,,,,
s0188,skipped,not_genuine_contrast,,,,,
s0189,skipped,not_genuine_contrast,,,,,
s0192,skipped,not_genuine_contrast,,,,,
s0193,skipped,not_genuine_contrast,,,,,
s0194,skipped,not_genuine_contrast,,,,,
s0195,skipped,not_genuine_contrast,,,,,
s0198,skipped,insufficient_context,,,,,
s0200,skipped,not_genuine_contrast,,,,,
s0201,skipped,not_genuine_contrast,,,,,
s0203,skipped,not_genuine_contrast,,,,,
s0205,skipped,not_genuine_contrast,,,,,
s0210,skipped,not_genuine_contrast,,,,,
s0213,skipped,same_finding_different_wording,,,,,
s0214,skipped,not_genuine_contrast,,,,,
s0215,skipped,not_genuine_contrast,,,,,
s0219,skipped,not_genuine_contrast,,,,,
s0220,pair_created,,LLM-generated Boolean queries for reviews,"ChatGPT can effectively formulate and refine complex Boolean search queries for systematic review literature searches, successfully following user instructions to produce high-quality queries.",wang2023can,"LLM-based Boolean query generation for systematic reviews does not reliably reproduce or generalize across studies and settings, contradicting claims that well-chosen seed studies reliably improve guided query formulation.",Moritz2024boolean-reproduce
s0221,skipped,insufficient_context,,,,,
s0227,skipped,not_genuine_contrast,,,,,
s0229,skipped,not_genuine_contrast,,,,,
s0232,skipped,not_genuine_contrast,,,,,
s0234,skipped,not_genuine_contrast,,,,,
