sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0003,skipped,not_genuine_contrast,,,,,
s0006,skipped,not_genuine_contrast,,,,,
s0007,skipped,not_genuine_contrast,,,,,
s0010,skipped,not_genuine_contrast,,,,,
s0013,skipped,not_genuine_contrast,,,,,
s0017,skipped,same_finding_different_wording,,,,,
s0019,skipped,not_genuine_contrast,,,,,
s0022,skipped,not_genuine_contrast,,,,,
s0023,skipped,not_genuine_contrast,,,,,
s0027,skipped,not_genuine_contrast,,,,,
s0029,skipped,not_genuine_contrast,,,,,
s0030,skipped,not_genuine_contrast,,,,,
s0031,skipped,not_genuine_contrast,,,,,
s0033,pair_created,,Deriving concepts for interpretability,"Concepts used to explain a model's decisions should be manually pre-defined by the user (e.g., as concept activation vectors in TCAV-style testing), rather than discovered automatically from the model itself.",pytorchcaptum2022,Interpretable abstractions can instead be learned automatically by analyzing individual neurons' activation patterns and composing logical concepts from them; doing so reveals that many neurons actually encode shallow lexical heuristics inherited from dataset biases rather than the clean concepts assumed by manual definitions.,mu_compositional_2021
s0035,skipped,not_genuine_contrast,,,,,
s0037,skipped,insufficient_context,,,,,
s0038,skipped,not_genuine_contrast,,,,,
s0039,pair_created,,Narrative and causality (cognitive vs textual),"Event causality is a key cognitive faculty underlying narrative sense-making, i.e., narrative understanding is fundamentally grounded in identifying causal relations between events.",sun-etal-2024-event,"Narrative constitutes a distinct 'narrative mode' of thought that is separate from the 'Paradigmatic/Logico-Scientific Mode' responsible for causal explanation, so narrative sense-making should not be reduced to a causal-reasoning process.",bruner1991narrative
s0040,skipped,insufficient_context,,,,,
s0043,skipped,not_genuine_contrast,,,,,
s0044,pair_created,,Narrative causality: text vs cognitive process,"The proper object of study for narrative causality is the narrative text itself, i.e., causality is a structural property of the narrative discourse/form.",todorov19712,"The proper object of study for narrative causality is the cognitive process of the reader constructing the narrative, i.e., causality is a property of mental representation/comprehension rather than of the text structure.",trabasso1985causal
s0047,skipped,not_genuine_contrast,,,,,
s0050,skipped,not_genuine_contrast,,,,,
s0052,skipped,not_genuine_contrast,,,,,
s0053,skipped,not_genuine_contrast,,,,,
s0059,skipped,not_genuine_contrast,,,,,
s0060,skipped,insufficient_context,,,,,
s0063,skipped,not_genuine_contrast,,,,,
s0068,skipped,not_genuine_contrast,,,,,
s0072,skipped,not_genuine_contrast,,,,,
s0075,skipped,not_genuine_contrast,,,,,
s0077,skipped,not_genuine_contrast,,,,,
s0078,skipped,not_genuine_contrast,,,,,
s0079,skipped,not_genuine_contrast,,,,,
s0080,skipped,same_finding_different_wording,,,,,
s0081,skipped,not_genuine_contrast,,,,,
s0082,pair_created,,LLM-era code-switching: synthetic generation vs zero-shot transfer,"Synthetic code-mixed data for language modeling can be effectively generated by using linguistic theory (e.g. equivalence-constraint-based mixing) to synthesize training examples, improving code-mixed/code-switched language models.",pratapa-etal-2018-language,"Multilingual large language models are not yet effective code-switchers: despite broad multilingual pretraining, they fail to robustly handle real (naturalistic) code-switching phenomena in zero-shot settings.",zhang-etal-2023-multilingual
s0084,skipped,not_genuine_contrast,,,,,
s0093,skipped,not_genuine_contrast,,,,,
s0094,skipped,insufficient_context,,,,,
s0095,skipped,not_genuine_contrast,,,,,
s0096,skipped,not_genuine_contrast,,,,,
s0097,skipped,not_genuine_contrast,,,,,
s0099,skipped,not_genuine_contrast,,,,,
s0100,skipped,insufficient_context,,,,,
s0101,skipped,not_genuine_contrast,,,,,
s0102,skipped,not_genuine_contrast,,,,,
s0103,skipped,not_genuine_contrast,,,,,
s0105,skipped,not_genuine_contrast,,,,,
s0107,skipped,not_genuine_contrast,,,,,
s0116,skipped,not_genuine_contrast,,,,,
s0118,pair_created,,Neural weight-update rules: Hebbian vs Delta,"The Hebbian learning rule updates synaptic/memory weights via reinforcement-driven, correlation-based updates: connections between co-activated units are strengthened without reference to an explicit target output or error signal.",chakraverty2019hebbian,"The Delta learning rule updates memory traces via supervised, error-corrective control: weights are adjusted in proportion to the difference between the actual and desired (target) output.",prados1989neural
s0120,skipped,not_genuine_contrast,,,,,
s0121,skipped,same_finding_different_wording,,,,,
s0122,skipped,same_finding_different_wording,,,,,
s0125,skipped,not_genuine_contrast,,,,,
