sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0013,skipped,not_genuine_contrast,,,,,
s0015,skipped,not_genuine_contrast,,,,,
s0036,skipped,not_genuine_contrast,,,,,
s0039,skipped,not_genuine_contrast,,,,,
s0045,skipped,insufficient_context,,,,,
s0219,skipped,insufficient_context,,,,,
s0220,skipped,not_genuine_contrast,,,,,
s0318,skipped,not_genuine_contrast,,,,,
s0319,skipped,not_genuine_contrast,,,,,
s0350,skipped,not_genuine_contrast,,,,,
s0404,skipped,insufficient_context,,,,,
s0702,skipped,not_genuine_contrast,,,,,
s0757,skipped,not_genuine_contrast,,,,,
s0759,skipped,not_genuine_contrast,,,,,
s0911,skipped,insufficient_context,,,,,
s1122,skipped,insufficient_context,,,,,
s1437,skipped,insufficient_context,,,,,
s1624,skipped,not_genuine_contrast,,,,,
s1828,skipped,not_genuine_contrast,,,,,
