sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s1750,skipped,"not_genuine_contrast: RoseTTAFold-AA (Krishna et al. 2024), AlphaFold3 (Abramson et al. 2024), and Chai-1 (Chai Discovery 2024) are cited jointly as three examples of the same trend -- state-of-the-art structural prediction models extended to cover all biomolecule types -- not as opposing claims. The 'On the other hand' marker contrasts this whole group against an earlier clause (likely about sequence-based or single-biomolecule-type models) that is not present among the resolved cited_refs.",,,,,
s1758,skipped,"not_genuine_contrast: guo2025deepseekr1 is DeepSeek-R1, an ORM-trained reasoning model cited as an example of ORM's empirical success; amodei2016concreteproblemsaisafety is a general AI-safety paper (Amodei et al. 2016) that only supplies the definitional/background reference for the term 'reward hacking'. It makes no claim about PRM vs ORM susceptibility, so the two works are not making opposing claims -- the PRM-vs-ORM comparison is the survey's own inference from DeepSeek-R1's success, not a contradiction between the two cited works.",,,,,
s1761,skipped,"not_genuine_contrast: SALT (Rawat et al. 2024) uses a small model to supply soft labels and flag informative hard examples to accelerate large-model pretraining, while Ankner et al. (2024, 'Perplexed by Perplexity') use a small reference model for perplexity-based filtering to prune low-yield data. Both are non-contradictory techniques pursuing the same broader goal (using small LMs to make LLM pretraining more efficient); 'Conversely' here marks a shift to a different specific technique, not a disagreement about what's true.",,,,,
s1767,skipped,"not_genuine_contrast: all five works (Subramani et al. 2020, Ding et al. 2024, Nandi & Sathya 2024, Van Landeghem et al. 2023, Ding et al. 2025) are cited jointly as prior surveys/datasets on document understanding, all supporting the single claim that document understanding has been extensively reviewed. None are presented as opposing each other; the real contrast ('existing surveys rarely address multimodal RAG') targets a gap outside these five works, not a disagreement between them.",,,,,
s1769,skipped,"not_genuine_contrast: ZeroSearch (Sun et al. 2025) and AgentGym-RL (Xi et al. 2025) are cited together as two examples of works that both question the necessity of SFT -- they agree with each other, they are not on opposite sides of a disagreement.",,,,,
s1774,skipped,"not_genuine_contrast: GPTBias (Zhao et al. 2023) and CommunityLM (Jiang et al. 2022) are cited jointly merely as two examples ('e.g.') of studies investigating LLM capabilities/biases without explicit downstream usage -- a joint illustrative list, not two works in disagreement.",,,,,
s1775,skipped,not_genuine_contrast: Wang et al. 2024 and Cheng et al. 2023 (COMPOST) are cited together as two works reaching the SAME finding -- that LLMs simulating a US population are prone to stereotyping and caricature -- they agree with each other rather than disagreeing.,,,,,
s1777,skipped,"same_finding_different_wording: both citations (Strzelecki & Rutecka 2019 and Strzelecki & Rutecka 2020) are by the same two authors and are cited together reporting the same finding, that Wikipedia is the most common source for featured snippets -- not a disagreement.",,,,,
s1779,skipped,"not_genuine_contrast: StarCoder (Li et al. 2023), Code Llama (Roziere et al. 2024), DeepSeek-Coder-V2 (2024), CodeGemma (Zhao et al. 2024), and Qwen2.5/3-Coder are jointly listed as examples of specialized code LLMs that all support the same claim -- that focused code pretraining yields superior code-benchmark performance. They are not presented as disagreeing with each other.",,,,,
s1782,skipped,"not_genuine_contrast: both clauses of this sentence cite the same source, {Anthropic}'s Claude Fable 5 announcement (2026), once for its SWE-Bench Pro score and once as generic support for 'issue resolution is a key evaluation task'; SWEbenchPro (Deng et al. 2025) is cited only as the benchmark the score was measured on. There is no second work making an opposing claim -- this is not a two-sided contradiction.",,,,,
s1784,skipped,"not_genuine_contrast: five works (Chen et al. 2024, Dai et al. 2024, Chen et al. 2025, Puthiya Parambath et al. 2024, Atalar et al. 2025) are jointly listed as examples of different bandit-enabled tasks (model selection, tool invocation, generation control, inference strategy selection) all supporting the same claim that bandit methods aid LLM-based adaptive decision-making. This is an enumerated list of applications, not a pairwise disagreement.",,,,,
s1785,skipped,"not_genuine_contrast: abt-buy/Amazon-Google/Walmart-Amazon/DBLP-Scholar/DBLP-ACM (Kopcke et al. 2010, resolved key 'abt-buy' reused across several benchmark names), the Magellan Data Repository (Das et al.), and WDC Products (Peeters et al. 2024) are jointly listed as examples of 'tuple-pair' entity-matching benchmarks that all share the same characterization (pairwise comparison for record-level alignment). This is an enumerated benchmark list, not a disagreement between works.",,,,,
s1786,skipped,"not_genuine_contrast: this line is a near-duplicate of the abt-buy/Magellan/WDC Products benchmark list found elsewhere in the same survey (commented out with a LaTeX '%' but still real prose once stripped). abt-buy (Kopcke et al. 2010), the Magellan Data Repository (Das et al.), and WDC Products (Peeters et al. 2024) are jointly listed as examples sharing the same characterization (tuple-pair benchmarks for entity resolution), not works in disagreement.",,,,,
s1788,skipped,"not_genuine_contrast: four survey papers (Li et al. 2023 on LLM attribution, Gupta et al. 2024 and Gao et al. 2023 on RAG, Zhang et al. 2023 'Siren's Song' on hallucination) are jointly grouped as sharing the same limitation -- they examine attribution or RAG evolution but fail to link hallucination types to mitigation strategies. All four are on the same side of this critique, not opposing each other.",,,,,
s1789,skipped,"not_genuine_contrast: 'Reasoning models don't always say what they think' (Chen et al. 2025, Anthropic) and Turpin et al. 2025 are cited jointly as two works reporting the same phenomenon -- models perform reward hacking without verbalizing the intent in their CoT -- they agree, not disagree.",,,,,
s1796,skipped,"not_genuine_contrast: default mode network (Raichle 2015), frontoparietal network (Marek & Dosenbach 2018), basal ganglia habit formation (Yin & Knowlton 2006), and controlled/automatic processing (Schneider & Shiffrin 1977) are jointly listed as four examples of brain regions/mechanisms suited to stable, routine processing -- an enumerated list supporting one claim, not a pairwise disagreement.",,,,,
s1798,skipped,not_genuine_contrast: OSWorld (Xie et al. 2024) and WebArena (Zhou et al. 2024) are cited jointly as two examples of the same category -- agent-centric benchmarks that measure functional memory application via task success rates. They are not presented as disagreeing.,,,,,
s1800,skipped,not_genuine_contrast: Liu et al. 2021 ('What makes good in-context examples for GPT-3?') and Chen et al. 2023 (understanding in-context learning in vision-language models) are cited jointly merely as examples of open questions about how demonstrations trigger relevant knowledge -- not as opposing claims.,,,,,
s1801,skipped,"not_genuine_contrast: Mehrabi et al. 2021 (fairness attacks that exacerbate bias) and Guo et al. 2022 (Auto-Debias, a bias-mitigation method) are lumped together under a single claim that data poisoning can introduce or exacerbate bias in foundation models. The sentence does not frame them as opposing each other -- if anything the second citation (a debiasing defense) sits oddly with the claim, suggesting an imprecise joint citation rather than a genuine two-sided contradiction.",,,,,
s1805,skipped,"not_genuine_contrast: five works (Hendrycks et al. 2021, Liu et al. 2021, Yang et al. 2023, Xia et al. 2024, Nan et al. 2024) are jointly cited as examples of OOD-generalization research sharing the same goal (robustness under unseen environments) -- an enumerated supporting list, not a pairwise disagreement.",,,,,
s1806,skipped,"not_genuine_contrast: CultureLLM (Li et al. 2024) synthesizes culture-specific instruction data, and the sentence explicitly says MBIAS (Raza et al. 2024) is proposed 'further' -- i.e. as an additional, complementary contribution, not a work that contradicts CultureLLM. This is an additive relationship, not a disagreement.",,,,,
s1807,skipped,"insufficient_context: the sentence is a garbled/truncated fragment ('\citealt{mghabbar2020building} apply \citealt{tan2019multilingual}), and, conversely, domain adaptation methods are sometimes transferred to multilingual settings (e.g.'). The two resolved refs (Mghabbar & Ratnamogan 2020, Tan et al. 2019) are on the SAME side of the described relationship -- Mghabbar et al. apply Tan et al.'s knowledge-distillation method -- while the citation(s) illustrating the actual 'conversely' clause (domain adaptation transferred to multilingual settings) are cut off before the 500-char truncation and are not present in cited_refs.",,,,,
