sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0694,skipped,"not_genuine_contrast: LLaMA (touvron2023llama) and LLaMA2 (touvron2023llama2) are both Meta releases cited jointly as examples supporting one claim -- that Meta embraced openness -- contrasted against OpenAI's closed-source GPT series, which is not among the resolved cited_refs. LLaMA and LLaMA2 do not disagree with each other; they are sequential open releases from the same lab illustrating the same point.",,,,,
s0700,skipped,"not_genuine_contrast: Ponti et al. 2022 (""Combining modular skills in multitask learning"", ponti2022combining) and Treviso et al. 2021 (""Predicting attention sparsity in transformers"", treviso2021predicting) are cited jointly as two examples of the same broader trend -- parameter-/sparsity-efficient research -- one on task-specific modular parameters, the other on attention sparsity. They are complementary techniques, not competing claims about the same question; the 'Conversely' marker actually contrasts this trend with an earlier clause not present in this excerpt.",,,,,
s0701,skipped,"not_genuine_contrast: all four works (Pham et al. 2021, Zhao et al. 2021, Liu et al. 2022, Reimers & Gurevych 2017) are cited jointly as evidence for the SAME claim in this sentence -- that observed variance across runs, while small (1-5%), is still large enough to affect model comparisons. All four support one side; there is no pairwise contradiction among them.",,,,,
s0702,skipped,"not_genuine_contrast: six works (Lu et al. 2022, Zhang et al. 2023, Pezeshkpour & Hruschka 2023, Reif & Schwartz 2024, Zong et al. 2023, and Zhao et al. 2021 'Calibrate Before Use') are jointly cited to support one overall claim -- that increasing the number of in-context samples does not reliably help and can even hurt stability. The 'or even negative effects' clause is a gradation of the same finding, not a contradiction between the cited works.",,,,,
s0703,skipped,not_genuine_contrast: Lu et al. 2022 (lu_fantastically_2022) and Zong et al. 2023 (zong2024foolvisionandlanguage) are cited jointly as evidence for the SAME claim -- that calibrating the output distribution does not reduce sensitivity/bias. Both are on the same side; no pairwise disagreement.,,,,,
s0705,skipped,"not_genuine_contrast: MOA (Bifet et al. 2010, bifet2010moa) and River (Montiel et al. 2021, montiel2021river) are cited jointly as two examples of general-purpose stream-mining toolkits that are not text-specific. They are listed together in support of the same descriptive point, not disagreeing with each other.",,,,,
s0707,skipped,"same_finding_different_wording: Bochenek & Ustrnul 2022 (bochenek2022machine) and Jacques-Dumas et al. 2022 (jacques2022deep, resolved key jacques2022deep) are described identically -- both as surveys/summaries of ML/DL methods for ordinary (non-textual) time series. There is no disagreement between them; they are grouped for sharing the same scope.",,,,,
s0710,skipped,"not_genuine_contrast: DMSF-GAN (Chen et al. 2022, chen2022dynamic -- adversarial training + CNN, non-autoregressive) and PCT-CycleGAN (Choi et al. 2023, choi2023pct -- dual generator networks with forward/backward temporal dynamics) are described sequentially in a taxonomy of precipitation-nowcasting architectures with no contrast marker linking the two to each other. The 'on the other hand' in the sentence contrasts DMSF-GAN with an earlier autoregressive method that is not present among cited_refs.",,,,,
s0714,skipped,"not_genuine_contrast: ViLBERT (Lu et al. 2019, lu2019vilbert) and LXMERT (Tan & Bansal 2019, tan2019lxmert) are cited jointly as two examples of the SAME 'dual-stream' architecture category (process modalities separately, then fuse). They illustrate one shared description, not a disagreement.",,,,,
s0715,skipped,"not_genuine_contrast: Schlarmann & Hein 2023 (DBLP:journals/corr/abs-2308-10741, adversarial robustness of multimodal foundation models to imperceivable attacks on VQA/captioning) and Mao et al. 2023 (DBLP:conf/iclr/MaoGYWV23, zero-shot adversarial robustness) both study adversarial robustness of large models but from different, complementary angles. The sentence does not present them as reaching opposing conclusions about the same question.",,,,,
s0718,skipped,"not_genuine_contrast: three text-simplification surveys (Siddharthan 2014, siddharthan2014survey; Shardlow 2014, shardlow2014survey; Al-Thanyyan & Azmi 2021, al2021automated) are jointly grouped as prior surveys sharing the same characteristic -- targeting linguistic complexity rather than sentence length. There is no disagreement among the three; they are jointly contrasted with the current survey's own (uncited) focus.",,,,,
s0720,skipped,"not_genuine_contrast: fevry2018unsupervised (denoising auto-encoder, framed as extractive) and Baziotis2019 (SEQ^3, abstractive auto-encoder) are presented as a taxonomic either/or split of auto-encoder approach types for unsupervised sentence compression. This is a descriptive categorization of two design choices, not two works making contradictory claims about the same empirical question.",,,,,
