sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s1632,skipped,"not_genuine_contrast: r-valueEval5 (Sung et al., ""Verila: A human-centered evaluation framework for interpretable verification of LLM agent failures"") and r-valueEval6 (Tennant et al., ""Moral alignment for LLM agents"") are cited jointly as illustrative examples of challenges (limited generalization of evaluators, data-bias propagation) facing value-alignment research. Both are grouped in agreement as examples of the same problem category, not as two works whose findings oppose each other; the bib-entry context gives no basis for a pairwise disagreement.",,,,,
s1636,pair_created,,LLM hallucination vs retrieval,"Fine-tuned LLMs equipped with Wikidata-based retrieval, using a few-shot sequence-to-sequence semantic-parsing approach, can substantially reduce hallucination in LLM outputs, treating hallucination as an error that retrieval from a verified knowledge base should suppress.",xu2023fine,"In the CRUSH4SQL approach to Text-to-SQL, an LLM's own hallucinated (fabricated) schema elements can be deliberately used as query probes to rapidly retrieve the actual relevant tables and columns from a large database schema, treating hallucination as a useful signal to drive retrieval rather than purely an error to eliminate.",kothyari2023crush4sql
s1640,skipped,"not_genuine_contrast: SUC (Sui et al.), TableBench (Wu et al.), and ToRR (Ashury-Tahan et al.) are three benchmarks jointly grouped as examples that ""emphasize the evaluation of LLMs' structural understanding, rather than content comprehension"" — all three illustrate the same evaluation trend in agreement with one another. The implied contrast (""on the other hand"") is with content-comprehension-focused benchmarks discussed earlier in the survey, which are outside this cited_refs list, not a disagreement among SUC/TableBench/ToRR themselves.",,,,,
s1642,skipped,"not_genuine_contrast: Ji et al. (survey of NLG hallucination), Banerjee et al. (""LLMs will always hallucinate""), and Huang et al. (survey on LLM hallucination taxonomy) are cited jointly as the basis (""in light of the categorizations provided by..."") for the authors adopting their own broad hallucination definition. This is additive/definitional citation of three concordant surveys, not a pairwise contradiction between any two of them; the line is also commented out (leading %) in the LaTeX source.",,,,,
s1643,skipped,"not_genuine_contrast: Ji et al., Banerjee et al., and Huang et al. are again cited together, this time as prior works whose definitions the authors are summarizing/synthesizing into their own broad hallucination definition. This is a synthesis of agreeing definitions, not a disagreement between any two of the three works; the line is commented out (leading %) in the source.",,,,,
s1645,skipped,"not_genuine_contrast: CelebV-Text (Yu et al.) is described as emphasizing lip-sync features useful for training mouth-movement algorithms, while VOCA (Cudeiro et al., mislabeled with key 'williams-no-date') provides high-quality 3D facial motion-capture data. These describe two datasets with different but complementary properties (2D lip-sync video-text vs. 3D motion capture) being catalogued in a talking-head-generation survey, not a factual disagreement between the two works.",,,,,
s1650,skipped,"not_genuine_contrast: GPT-3 (Brown et al.) and GPT-4 (Bubeck et al. / OpenAI technical report) are jointly cited as examples of decoder-only models that ""excel in generating coherent and contextually appropriate text"" — grouped together in agreement to illustrate the same architectural category. The ""on the other hand"" contrast is with encoder-based or other architecture types discussed earlier in the survey (outside these cited_refs), not between GPT-3 and GPT-4 themselves.",,,,,
s1654,skipped,"not_genuine_contrast: FRVA (Fan et al., fact-retrieval and verification augmented entailment tree generation) and ALR2 (Li et al., retrieve-then-reason framework) are cited together simply as two examples of medical-reasoning approaches that ""retrieve literature for accurate diagnostics."" This is a joint illustrative pairing supporting one claim about the specialized-area category, not a stated disagreement between the two systems.",,,,,
s1655,skipped,"not_genuine_contrast: AirRAG, MCTS-RAG, and SeRTS are jointly listed as three examples of MCTS-based approaches that all ""employ probabilistic tree search, dynamically prioritizing exploration based on heuristic probabilities"" — the same underlying technique shared by all three, presented in agreement, not as a disagreement between any two of them.",,,,,
s1659,skipped,"not_genuine_contrast: mPLUG-DocOwl/mPLUG-DocOwl 1.5 (LoRA-style updates) and TextMonkey/TextHawk (cross-attention mechanisms) are grouped as two technique sub-families under the ""Adaptors"" category for efficient task-specific tuning. This is a taxonomy listing of four works into two complementary mechanism types, not a pairwise disagreement between two specific works, and the split is 2-vs-2 rather than a genuine two-sided contrast between individual cited works.",,,,,
s1660,skipped,"not_genuine_contrast: xue2023promptcast, huang2024demystifying, sun2024art, and le2024prelog are cited together merely as examples of failure-perception works that rely on smaller pretrained models (T5, GPT-2) rather than large-scale LLMs. All four jointly illustrate the same observation about model scale in this subfield; there is no disagreement stated among them.",,,,,
s1662,skipped,"not_genuine_contrast: a44_Generative2024Wang, 13_Generative2025Song, a20_Dynamic2024Li, and a19_Enhancing2024Sheikh are jointly cited as four examples supporting one claim — that GAI/LLMs enable intelligent, data-driven network management (real-time decision-making, dynamic resource allocation, network design/orchestration). All four support the same point about GAI/LLM benefits rather than opposing each other.",,,,,
s1664,skipped,"not_genuine_contrast: touvron2023llama is simply the citation for the Llama 2 model that ogawa2024applying (the actual ""recent work"" under discussion) employs to improve C7DASR transcription results via LLM-based n-best rescoring. It is a model citation, not an independent work making a competing claim, so there is no genuine second side to contrast against ogawa2024applying's finding.",,,,,
s1665,skipped,"not_genuine_contrast: kamo2024ntt (NTT's C8DASR system) and kamo2023ntt (NTT's C7DASR system) both rely on the same EEND-VC technique described in kinoshita2021advances and kinoshita2021integrating — all four references describe one consistent technical lineage (successive NTT systems built on EEND-VC for overlapped-speech diarization), not a disagreement between any of them. The line is also commented out (leading %) in the LaTeX source.",,,,,
s1672,skipped,"not_genuine_contrast: VAQ (Paparrizos et al., adapts codebook sizes to subspaces via importance-based dimensionality reduction) and PTQ (Yuan & Liu, introduces tree-structured codebooks relaxing PQ's subspace-independence assumption) are two different quantization refinements, both framed as improvements over baseline product quantization (PQ) to reduce distortion. They are complementary alternative techniques rather than a stated disagreement with each other; the ""on the other hand"" contrast is with the baseline PQ method, which lies outside this cited_refs pair.",,,,,
s1675,skipped,"not_genuine_contrast: RQ-Transformer (Lee et al.) and DnD-Transformer (Chen et al.) are jointly cited as two works that both quantize image feature maps via RQ-VAE based on residual vector quantization (RVQ) for 2D autoregressive image generation. They share the same underlying technique and are listed in agreement, not opposition.",,,,,
s1677,skipped,"not_genuine_contrast: Fawkes (Shan et al., protects individual privacy against unauthorized facial recognition) and Adi et al.'s backdoor-based DNN watermarking (protects model IP against unauthorized extraction) are jointly listed as two examples of ""beneficial applications"" of adversarial techniques. Both illustrate the same overarching point — that adversarial methods can be beneficial — rather than disagreeing with each other.",,,,,
s1680,skipped,"not_genuine_contrast: Park et al.'s Generative Agents (simulating believable daily-life human behavior) and Li et al.'s Agent Hospital (simulating an entire hospital process with patients, nurses, and doctors) are jointly cited as two examples of multi-agent LLM systems simulating human social activities. They support the same illustrative point about multi-agent social simulation, not a disagreement.",,,,,
s1682,skipped,"not_genuine_contrast: ger20 (Shi et al., introduces a gradient-variance loss on pix2pixHD to better capture fine detail such as blood vessels/textures) and ger21 (Kang et al., CycleEBGAN, uses an energy-based loss to avoid image clustering problems and pattern/mode collapse) are two different fundus-to-angiography image-translation techniques addressing different problems — detail fidelity versus training-stability/mode-collapse. The survey describes them sequentially as separate methodological contributions in the same subfield, not as two sides of an actual disagreement about a shared claim.",,,,,
s1686,skipped,"not_genuine_contrast: CPE-CLIP (D'Alessandro et al.) and CLAP4CLIP (Jha et al.) are jointly cited as two examples of methods that ""deploy visual prompts and visually-guided attention to prevent text feature collapse."" They are grouped together in agreement to illustrate the same strategy (visual cues anchoring text components), not opposed to each other.",,,,,
s1693,skipped,"not_genuine_contrast: PATTERNREFRAME (Maddela et al., a public dataset of client thoughts for cognitive reframing) is simply the dataset that HealMe (Xiao et al.) leverages to simulate clients via ChatGPT. It is a resource used by HealMe's method, not an independent work making a competing claim, so there is no genuine second side to contrast.",,,,,
s1696,skipped,"not_genuine_contrast: MDD-5k (Yin et al.), e-therapist/PsyConv (Mishra et al.), Thousand Voices of Trauma (BN et al.), D4 (Yao et al.), and CACTUS (Lee et al.) are jointly cited as five examples of synthetic client/therapist-profile datasets illustrating the same point — that synthetic data generation can broaden demographic/linguistic/cultural coverage. This is an illustrative list in agreement, not a disagreement between any two of them.",,,,,
