sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0005,skipped,insufficient_context,,,,,
s0015,skipped,not_genuine_contrast,,,,,
s0016,skipped,not_genuine_contrast,,,,,
s0022,skipped,not_genuine_contrast,,,,,
s0023,skipped,not_genuine_contrast,,,,,
s0024,pair_created,,Effect of expert evaluators on human evaluation,"Consulting expert evaluators has a measurable effect on human evaluation outcomes in machine translation: expert-based reassessment showed that neural machine translation had not actually attained human parity, contradicting earlier parity claims based on non-expert evaluation.",toral2018attaining,"Consulting expert evaluators does not have a measurable effect on human evaluation outcomes in computational poetry generation: an experiment assessing novelty, meaning, reaction, and craft found no significant benefit from expert involvement (a negative result).",lamb2017incorporating
s0027,skipped,not_genuine_contrast,,,,,
s0031,skipped,not_genuine_contrast,,,,,
s0032,skipped,not_genuine_contrast,,,,,
s0033,skipped,not_genuine_contrast,,,,,
s0034,skipped,not_genuine_contrast,,,,,
s0041,skipped,not_genuine_contrast,,,,,
s0045,skipped,not_genuine_contrast,,,,,
s0049,skipped,not_genuine_contrast,,,,,
s0051,skipped,not_genuine_contrast,,,,,
s0054,skipped,not_genuine_contrast,,,,,
s0056,skipped,not_genuine_contrast,,,,,
s0058,skipped,not_genuine_contrast,,,,,
s0061,skipped,not_genuine_contrast,,,,,
s0069,skipped,not_genuine_contrast,,,,,
s0072,skipped,not_genuine_contrast,,,,,
s0077,pair_created,,Attention weights as explanation for model predictions,"Attention weights, as used in neural NLP models, do not provide valid explanations for the model's predictions.",Jain2019,"The argument that attention weights cannot serve as explanations does not hold in general; under appropriate diagnostic tests, attention can still provide a valid explanation for a model's predictions.",Wiegreffe2020
s0079,pair_created,,Attention weights as explanation for model predictions,"Attention weights, as used in neural NLP models, do not provide valid explanations for the model's predictions.",Jain2019,"The argument that attention weights cannot serve as explanations does not hold in general; under appropriate diagnostic tests, attention can still provide a valid explanation for a model's predictions.",Wiegreffe2020
s0084,skipped,not_genuine_contrast,,,,,
s0089,skipped,not_genuine_contrast,,,,,
s0093,skipped,not_genuine_contrast,,,,,
s0097,skipped,same_finding_different_wording,,,,,
s0098,skipped,not_genuine_contrast,,,,,
s0099,skipped,not_genuine_contrast,,,,,
s0104,skipped,not_genuine_contrast,,,,,
s0105,skipped,not_genuine_contrast: two different mitigation methods (constrained decoding vs RL-based bootstrapping) presented side by side under a 'Mitigation Methods' heading; no competing claim or contradictory finding is asserted between them.,,,,,
s0113,skipped,"not_genuine_contrast: luo2023chatgpt is cited only as an analogous example of using an LLM evaluator for factual consistency, not as a work whose claim is contrasted with mundler2023self.",,,,,
s0114,skipped,"not_genuine_contrast: 'chatgpt' is cited merely as a tool reference (naming the evaluator LLM used), not as a work presenting a contrasting claim.",,,,,
s0115,skipped,"not_genuine_contrast: duplicate/commented-out variant of s0114; 'chatgpt' is again only a tool reference, not a contrasted work.",,,,,
