sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0059,skipped,not_genuine_contrast: the two refs (physician gender bias in clinical evaluation) are co-cited and unrelated to the sentence's actual claim about human-validation scope/methodology; not contrasted with each other,,,,,
s0061,skipped,"not_genuine_contrast: co-cited as parallel supporting examples for the same claim that prompt variation causes inconsistent LLM results, not contrasted with each other",,,,,
s0062,skipped,"not_genuine_contrast: co-cited together supporting the same description of philosophy's methodological toolkit, not contrasted with each other",,,,,
s0063,skipped,"not_genuine_contrast: both are methodological citations for the survey's own annotation/statistics procedure (dataset + Cohen's kappa extension), not two contrasted works",,,,,
s0072,skipped,insufficient_context: kweon2024publicly's abstract describes an unrelated topic (a clinical LLM built on synthetic notes) with no mention of the rubric-based GPT-4 scoring method the sentence attributes to it; jones2024teaching has no abstract/context beyond a bare bibliographic entry to confirm its described evaluation method,,,,,
s0074,skipped,"not_genuine_contrast: co-cited together as examples of approaches that suffer hallucinations, not contrasted with each other",,,,,
s0075,skipped,not_genuine_contrast: the two works use different rule-based taggers (HeidelTime vs SUTime) for two different downstream tasks (question generation vs Wikipedia pretraining) -- not opposing claims about the same question,,,,,
s0076,skipped,"not_genuine_contrast: each citation illustrates a separate, independent failure mode (cultural variation vs description length), not contrasted against each other",,,,,
s0077,skipped,"not_genuine_contrast: co-cited together supporting the same human-centered-AI principle, not contrasted with each other",,,,,
s0083,skipped,"not_genuine_contrast: three works listed as parallel manifestations of the same general training principle, not contrasted",,,,,
s0085,skipped,"not_genuine_contrast: the citation describes an analogy/support relationship (method 'resonates with' Piaget's theory), not a contradiction",,,,,
s0087,skipped,not_genuine_contrast: three methods listed together as parallel examples for the same voice-quality-assessment task,,,,,
s0088,skipped,"not_genuine_contrast: different feature types (EEG+speech vs acoustic) listed as parallel examples for the same schizophrenia-detection task, not opposing claims",,,,,
s0093,skipped,not_genuine_contrast: two specialized reasoning-augmentation techniques (code simulation vs formal-logic checks) target different reasoning styles and are complementary rather than competing claims,,,,,
s0095,skipped,"insufficient_context: vatsal2024can2 and vatsal2024can have no abstract/context confirming the 'Implicit RAG' self-retrieval mechanism the sentence attributes to them; their titles concern GPT evaluation on biomedical/prior-authorization QA, not a retrieval-method contribution",,,,,
s0098,skipped,not_genuine_contrast: four refs co-cited as supporting examples for the same claim about the effectiveness of hard negatives,,,,,
s0099,skipped,"insufficient_context: the fine-tuning/pretraining side (yu2024automated, academicgpt) has no abstract confirming a fine-tuning/pretraining methodology specifically applied to peer-review feedback generation",,,,,
s0100,skipped,"not_genuine_contrast: three methods enumerated as parallel prior approaches to comparative opinion extraction, not contrasted",,,,,
s0104,skipped,not_genuine_contrast: two models are co-cited with a vague joint 'mixed results' description; no distinct individual claim is given for either,,,,,
s0108,skipped,"not_genuine_contrast: both refs are cited together as general background for the discriminative-vs-generative dichotomy itself, not as two works whose own claims conflict",,,,,
s0109,skipped,not_genuine_contrast: co-cited together as parallel examples of continuous-channel emergent-communication work,,,,,
s0110,skipped,"not_genuine_contrast: the contrast drawn is between the current survey and prior surveys collectively, not between the two cited surveys themselves",,,,,
s0116,skipped,not_genuine_contrast: co-cited together as parallel examples of studies on production-level LMs,,,,,
s0117,skipped,not_genuine_contrast: duplicate of s0116's citation context; co-cited together as parallel examples of studies on production-level LMs,,,,,
s0118,pair_created,,Eliciting latent predictions from transformer activations,"Accurate early prediction of a transformer's final output can be obtained by directly applying a linear transformation that minimizes the difference between an intermediate layer's activation and the model's final-layer activation (""jump to conclusions"" short-cutting).",din2023jump,"Accurate early prediction of a transformer's final output instead requires training a dedicated loss function (the ""tuned lens"") that aligns the logit distribution produced from an intermediate activation with the final layer's logit distribution, rather than directly matching activations.",belrose2023eliciting
s0121,pair_created,,LLM-driven chemical reaction optimization strategies,Large language models are most effective for optimizing chemical reactions when used as an in-context-learning surrogate model embedded within a Bayesian Optimization algorithm that guides the search over reaction/catalyst conditions.,Ramos2023-cs,"Large language models can instead autonomously conduct chemical research by framing reaction-condition selection as a strategic game aimed directly at maximizing reaction yield, rather than serving as a surrogate model inside a separate optimization algorithm.",Boiko2023-ot
s0122,skipped,"not_genuine_contrast: Zaki2024-mt (MaScQA) and Auer2023-wq (SciQA) are benchmark datasets used to test Zhang2024-ks's model's generalization, not independent works making contradicting claims",,,,,
s0123,pair_created,,LLM-driven chemical reaction optimization strategies,Large language models are most effective for optimizing chemical reactions when used as an in-context-learning surrogate model embedded within a Bayesian Optimization algorithm that guides the search over reaction/catalyst conditions.,Ramos2023-cs,"Large language models can instead autonomously conduct chemical research by framing reaction-condition selection as a strategic game aimed directly at maximizing reaction yield, rather than serving as a surrogate model inside a separate optimization algorithm.",Boiko2023-ot
s0124,skipped,not_genuine_contrast: the two works address different chemistry sub-tasks (reaction atom-mapping vs H-NMR peak assignment) rather than opposing claims about the same question,,,,,
s0130,pair_created,,Explainable visualization for Wikipedia vandal detection,"Explaining CNN-based Wikipedia vandal detection is best achieved through interactive visualization that correlates model inputs and outputs with the underlying parameter space, using features such as edit frequency and revert counts.",Liu:2019,"Explaining collaborative vandal behavior on Wikipedia is instead best achieved through statistical analysis of vandal behavior patterns, presented via graphical displays of the aggregated statistics, rather than correlating model parameters with individual edits.",Subramanian:2019
s0136,skipped,"not_genuine_contrast: enumeration of training datasets for different task categories, not contrasted works",,,,,
s0140,skipped,not_genuine_contrast: co-cited together supporting the same claim about coordinated review-bombing behavior,,,,,
s0142,skipped,"not_genuine_contrast: the two studies examine complementary aspects of LLM/human preference alignment (whose opinions LLMs reflect vs how much disagreement is captured), not opposing claims",,,,,
s0143,skipped,"not_genuine_contrast: same underlying citations/claim as s0142; complementary investigations, not opposing claims",,,,,
