sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0824,skipped,"not_genuine_contrast: Both wei2023skywork (Wei et al., 'Skywork: A more open bilingual foundation model', arXiv 2023 -- a model-release paper) and zhou2023don (Zhou et al., ""Don't make your llm an evaluation benchmark cheater"", arXiv 2023) are cited jointly as supporting evidence for the SAME claim in the sentence -- that evaluations may suffer from benchmark leakage. Neither is an opposing finding; the 'On the other hand' marker contrasts the leakage risk with a prior clause (not in cited_refs) about the value of these evaluations, not a disagreement between the two cited works themselves.",,,,,
s0831,skipped,"not_genuine_contrast: frankle2018lottery (Frankle & Carbin, 'The Lottery Ticket Hypothesis', ICLR 2018) is the foundational hypothesis paper, and chijiwa2022meta (Chijiwa et al., 'Meta-ticket: Finding optimal subnetworks for few-shot learning within randomly initialized neural networks', NeurIPS 2022) is explicitly described as 'inspired by' it, building a meta-learning method on top of the Lottery Ticket idea. This is a foundational-work/follow-up relationship, not a disagreement.",,,,,
s0840,skipped,"not_genuine_contrast: chen2023textdiffuser (TextDiffuser), ma2023glyphdraw (GlyphDraw), and yang2023glyphcontrol (GlyphControl) are cited jointly as three examples of the SAME category -- inpainting-based scene text generation methods that take a masked image as condition. They agree with each other on approach; the 'Conversely' marker contrasts this whole category against a different (non-inpainting) category discussed earlier in the source text, which is outside the resolved cited_refs.",,,,,
s0841,skipped,"not_genuine_contrast: Gatos2007SegmentationBR, Guo2019AFP, and Stamatopoulos2011GoalOrientedRO are cited jointly as three examples of the SAME boundary/text-line-based document dewarping approach (estimating deformation parameters assuming lines should be straight post-rectification). They are not opposed to each other; the 'Conversely' contrasts this whole category with a different (e.g. pixel-based) category discussed earlier, not present in cited_refs.",,,,,
s0843,skipped,"not_genuine_contrast: DBLP:conf/cvpr/WuWSDH16 (Wu et al., 'Ask me anything: Free-form visual question answering based on knowledge from external sources', CVPR 2016) is cited as the origin of the KG-based VQA paradigm, and DBLP:journals/pami/WangWSDH18 (Wang et al., 'FVQA: fact-based visual question answering', PAMI 2018) is cited as a further example of KG-based VQA providing deeper reasoning. Both are on the SAME side (KG-based VQA methods); the 'diverges from traditional approaches' contrast target ('traditional approaches') is not among the resolved cited_refs.",,,,,
s0846,skipped,"not_genuine_contrast: beauchemin2022fijo (Beauchemin et al., ""'fijo': a french insurance soft skill detection dataset"", 2022) and Fang.2023 (Fang et al., 'RecruitPro: A Pretrained Language Model with Skill-Aware Prompt Learning for Intelligent Recruitment', 2023) are jointly grouped as both working on training/optimizing LMs for skill extraction. They are complementary examples of the same research direction, not opposing works.",,,,,
s0856,skipped,"not_genuine_contrast: MoE-GEGLU (Shazeer, 'Glu variants improve transformer', 2020) and MoE-RMS (Zhang & Sennrich, 'Root mean square layer normalization', NeurIPS 2019) are cited jointly as two examples of modifications that share the SAME described effect (improve quality but sometimes cause training loss divergence). They are not opposed to each other -- both illustrate the same trade-off.",,,,,
s0862,skipped,"not_genuine_contrast: All six citations (Luo2023TowardsLA, yu2023natural, Yang2023LogicalRO, Qiao2022ReasoningWL, Huang2022TowardsRI, Flach2000AbductiveAI) are grouped together as the set of 'existing logical reasoning taxonomies' that the survey's own new categorization diverges from. The contrast is between the survey's own scheme and this whole group, not a pairwise disagreement between two of the cited works, which are not shown to disagree with each other.",,,,,
s0868,skipped,"not_genuine_contrast: su2023pandagpt (PandaGPT) and wu2023next (NExT-GPT) are cited jointly as two systems that share the SAME architectural choice -- a single frozen multimodal encoder (ImageBind) for feature extraction across modalities. They agree with, not oppose, each other.",,,,,
s0886,skipped,"not_genuine_contrast: lerer2017maintaining (Lerer & Peysakhovich, 'Maintaining cooperation in complex social dilemmas using deep reinforcement learning', arXiv 2017) and foerster2018learning (Foerster et al., 'Learning with opponent-learning awareness', AAMAS 2018) are presented via 'or' as two alternative techniques achieving the SAME goal -- safeguarding agents against exploitation. They are complementary/alternative methods, not competing findings that contradict each other.",,,,,
