sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s1522,skipped,"not_genuine_contrast: Three ML advances (Borisov et al. 2021 tabular-data DL survey, De Lange et al. 2022 continual learning survey, Bommasani et al. 2021 foundation models report) are cited jointly as parallel EXAMPLES of ""recent advances in the machine learning community"" that have not been transferred to quantitative investment; none of the three cited works make a claim that contradicts either of the other two -- they are simply co-listed as three separate ML subfields, and the actual ""on the other hand"" contrast is with the quant-investment field described earlier in the sentence, which is not present in cited_refs.",,,,,
s1528,skipped,"not_genuine_contrast: wang2025mixllm, ong2025routellm, pan-etal-2024-dynathink, saha2024system, and ding_hybrid_2024 are cited jointly as five parallel examples of routing/dynamic-effort methods that let a model ""autonomously determine the appropriate level of cognitive effort"" -- all five support the same claim about adaptive-effort systems rather than disagreeing with one another; the contrast (""on the other hand"") is with a different class of methods discussed earlier in the source text, not present among these refs.",,,,,
s1533,skipped,"not_genuine_contrast: LLAVIDAL (Reilly et al. 2024, object-centric embeddings for ADL video understanding) and EventLens (Ma et al. 2024, event-aware tokens for visual commonsense reasoning) are presented as two parallel examples (""respectively"") of the same broader category -- models that ""uniquely integrate domain-specific visual elements... directly within LLM architectures."" They use different specific techniques for different tasks but neither work's claim contradicts the other; this is enumeration, not disagreement.",,,,,
s1531,skipped,"not_genuine_contrast: Lim et al. 2019 (on selecting intelligibility/explanation types) and Sokol & Vogt 2024 (on validating XAI evaluation building blocks) are cited together simply to support the same definitional claim that ""comprehensibility... focus[es] on ease of understanding""; both abstracts/context give no indication either work disputes the other's claims about the same phenomenon.",,,,,
s1536,skipped,"not_genuine_contrast: MINT (Wang et al.) and MT-Bench 101 (Bai et al. 2024) are cited jointly as two benchmarks whose ""broader analyses... reveal"" the SAME finding -- that generalized RLHF methods yield limited/negative impacts in multi-turn settings. This is joint corroborating evidence for one claim, not two opposing claims.",,,,,
s1539,skipped,"not_genuine_contrast: Only one substantive cited work describes an actual study (Yuan et al. 2023, testing ChatGPT with zero-shot/CoT prompting on temporal relation extraction); the second ref (Wei et al. 2022) is simply the foundational chain-of-thought-prompting citation being referenced as a technique Yuan et al. used, not a competing claim or finding. There is no second position to disagree with.",,,,,
s1541,skipped,"not_genuine_contrast: The two cited works (Miaschi et al. 2020 on Italian transformers, and Lin/Tan/Frank 2019 ""Open Sesame"") are both grouped under ""Conversely, other works find..."" as two separate findings about positional/hierarchical encoding, but neither directly contradicts the other -- one concerns whether syntax trees depend on positional information, the other concerns how positional vs. hierarchical encoding is distributed across layers. Both are offered as complementary evidence against an earlier (not-included) claim, not against each other.",,,,,
s1544,skipped,"not_genuine_contrast: Reif et al. 2019 (semantic information better captured in lower layers of BERT) and Mikhailov et al. 2021 (RuSentEval: for LaBSE, semantic information found in lower-to-middle layers) report compatible, not contradictory, findings -- both locate semantic information toward the lower end of the network; the ""and"" framing shows they are additive evidence, not opposing claims.",,,,,
s1545,skipped,"not_genuine_contrast: The sentence itself states there is ""a consensus"" across the three cited works (Papadimitriou et al. 2022, Sajjad et al. 2022, Vulic et al. 2020) that lower Transformer layers are lexical -- explicit agreement, not disagreement.",,,,,
s1546,skipped,"not_genuine_contrast: DeSTA (Lu et al., Interspeech 2024) and DeSTA2 (Lu et al., ICASSP 2025) are the same research line's original and follow-up systems (DeSTA2 is an explicit successor extending DeSTA's speech-text alignment idea), cited jointly as one paradigm (""the more recent DeSTA and DeSTA2 propose...""), not as opposing approaches.",,,,,
s1547,skipped,"not_genuine_contrast: Align-SLM (Lin et al., first to use AI-feedback RL for a pure speech LM) and Wu et al. 2025 (""Aligning spoken dialogue models..."") are explicitly described as agreeing -- the sentence states the AI-feedback strategy ""has also proven useful"" in the second work, i.e. corroboration/extension, not disagreement.",,,,,
s1549,skipped,"not_genuine_contrast: Gagliardone et al. 2015 (UNESCO report on countering online hate speech) and Sellars 2016 (Berkman Klein report ""Defining Hate Speech"") are cited jointly simply to support the general claim that social-media platforms ""formulate varying definitions"" of hate speech for moderation; context/titles give no indication the two works make competing claims about each other's findings.",,,,,
s1551,skipped,"not_genuine_contrast: Three surveys (embodied navigation, GIS/geoscience AI, climate-precipitation diffusion modeling) are listed as three separate example application domains of spatial intelligence, not as competing claims; each is cited for a different, non-overlapping application area.",,,,,
s1553,skipped,"not_genuine_contrast: Duan et al. 2022 (embodied AI survey), Wang et al. 2024 (LLM agents survey), and Cui et al. 2024 (multimodal LLMs for autonomous driving survey) are listed as three parallel example domains where ""efficient reasoning is also essential,"" not as competing or contradictory claims.",,,,,
