sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s1117,skipped,"not_genuine_contrast: r-233 (a diffusion-based State Space Augmented Transformer) outperforming s-42 (SSSD-ECG) on the survey's benchmark is ordinary ""new method beats an earlier baseline"" framing, not two works making opposing scientific claims/hypotheses -- SSSD-ECG (Alcaraz & Strodthoff) makes no stated claim that r-233 contradicts; it is described only as a strong, well-evaluated baseline method, not as advancing a position r-233 disagrees with. Controller-level review demoted this from the implementer's original pair_created (implementer itself flagged this exact case as a borderline ""outperforms"" framing worth a second look).",,,,,
s1124,skipped,"not_genuine_contrast: Wellawatte2023-rw (Wellawatte & Schwaller, XpertAI) provides data-specific/visual XAI explanations, and Zheng2023-em (Zheng et al.) prompts an LLM to generate explanatory rules from data. The sentence itself introduces Zheng et al.'s work as having ""a similar goal"" to XpertAI, i.e., explicitly complementary rather than opposed — both are parallel approaches to LLM-based explanation in chemistry, not competing or contradictory claims.",,,,,
s1129,skipped,"not_genuine_contrast: kamoi-etal-2023-wice (WiCE entailment dataset, Kamoi et al.) and ni-etal-2024-afacta (AFaCTA claim-detection framework, Ni et al.) are cited jointly as the sources supporting a single shared critique — that decomposition-based fact-checking risks over- or under-segmentation. Neither work argues against the other; they are grouped as joint evidence for one limitation claim, not opposing positions.",,,,,
s1134,skipped,"not_genuine_contrast: hasnul2021electrocardiogram (Hasnul et al., ECG-based emotion recognition review) and sarkar2020self (Sarkar & Etemad, self-supervised ECG representation learning for emotion recognition) are cited together purely as joint support for the single claim that ECG signals reflect emotional states — both agree with this claim, neither contradicts the other.",,,,,
s1141,skipped,"not_genuine_contrast: task_arithmetic (Ilharco et al., task-arithmetic model editing) and ties (Yadav et al., TIES-merging) are cited together merely as example techniques used to realize model merging (M-MTC), not as opposing claims — both are complementary merging methods listed side by side.",,,,,
s1143,skipped,"not_genuine_contrast: this commented-out line lists five works (GShard, Switch Transformer, GLaM for load balancing; Qwen1.5-MoE, DeepSeekMoE for knowledge redundancy) purely as illustrative examples of two different MoE challenge categories. None of the cited works make claims opposing another cited work — it is a taxonomy/list, not a pairwise disagreement.",,,,,
s1144,skipped,"not_genuine_contrast: aghajanyan2021intrinsic (Aghajanyan et al., intrinsic-dimensionality paper that introduces SAID) is cited as the origin of the SAID method being named, while liu2022few (Liu et al., few-shot PEFT vs. in-context learning) is cited as support for the claim that PEFT methods are costly. The two works are not making competing claims about the same question — one introduces a method, the other is an unrelated supporting citation for a cost claim.",,,,,
s1145,skipped,"not_genuine_contrast: gao2022parameter (Gao et al., parameter-efficient MoE architecture) and gao2024higher (Gao et al., ""Higher Layers Need More LoRA Experts"") are cited jointly as the two sources supporting the single claim that redundancy exists in MoE — both support the same finding, not opposing it.",,,,,
s1146,skipped,"not_genuine_contrast: radoglou2018anomaly (Radoglou-Grammatikis & Sarigiannidis, CART-based smart-grid intrusion detection) and boumkheld2016intrusion (Boumkheld et al., blackhole-attack IDS for smart grid) are cited jointly as joint evidence that classifiers like Naive Bayes detect DoS/blackhole attacks in smart grids — both support the same claim, no disagreement between them.",,,,,
s1149,skipped,"not_genuine_contrast: gakis2015analysis (Gakis, Panagiotakopoulos, Sgarbas & Tsalidis, 2015, lexical-ambiguity analysis using a computational lexicon) and gakis2012 (same author group, 2012, design/implementation of the underlying electronic lexicon) are sequential works by the same research group — the 2012 paper built the lexicon resource that the 2015 paper then used for ambiguity analysis. This is a resource-and-application relationship, not a disagreement.",,,,,
